07005;186.624;3.46098;50.136;1.834
07015;184.367;3.73069;50.57;3.0975
07020;181.647;6.10359;49.725167;-1.939833
07027;196.611;3.77335;49.18;-0.456167
07037;184.398;3.52051;49.383;1.181667
07072;186.922;2.64219;49.209667;4.155333
07110;192.697;4.18959;48.444167;-4.412
07117;188.892;4.55568;48.825833;-3.473167
07130;198.268;3.06661;48.068833;-1.734
07139;166.907;2.78739;48.4455;0.110167
07149;183.961;3.09107;48.716833;2.384333
07168;196.444;3.03654;48.324667;4.02
07181;183.752;3.13195;48.581;5.959833
07190;189.129;2.42;48.5495;7.640333
07207;190.611;5.63522;47.294333;-3.218333
07222;179.573;2.98113;47.15;-1.608833
07240;182.351;2.99825;47.4445;0.727333
07255;182.223;2.65507;47.059167;2.359833
07280;191.942;2.67619;47.267833;5.088333
07299;211.897;2.17673;47.614333;7.51
07314;192.175;5.03382;46.046833;-1.4115
07335;187.346;3.19509;46.593833;0.314333
07434;172.082;2.97877;45.861167;1.175
07460;173.475;2.35063;45.786833;3.149333
07471;200.109;2.22018;45.0745;3.764
07481;205.977;3.02203;45.7265;5.077833
07510;188.216;2.86723;44.830667;-0.691333
07535;195.976;1.74585;44.745;1.396667
07558;202.888;4.16402;44.1185;3.0195
07577;99.2296;3.21112;44.581167;4.733
07591;134.538;2.44152;44.565667;6.502333
07607;180.818;1.98856;43.909833;-0.500167
07621;195.693;2.28606;43.188;0.0
07627;186.182;1.61471;43.005333;1.106833
07630;219.301;3.42469;43.621;1.378833
07643;192.867;3.73842;43.577;3.963167
07650;212.352;4.25306;43.437667;5.216
07661;195.3;5.5725;43.079333;5.940833
07690;229.86;3.46648;43.648833;7.209
07747;231.749;4.07381;42.737167;2.872833
07761;123.806;2.69383;41.918;8.792667
07790;186.068;2.37066;42.540667;9.485167
61968;113.171;1.98794;-11.582667;47.289667
61970;134.368;2.86129;-17.054667;42.712
61972;159.087;4.02934;-22.344167;40.340667
61976;112.309;5.57489;-15.887667;54.520667
61980;129.216;5.20292;-20.8925;55.528667
61996;231.922;6.41744;-37.795167;77.569167
61997;248.121;9.70512;-46.4325;51.856667
61998;256.95;9.0844;-49.352333;70.243333
67005;184.813;3.33913;-12.8055;45.282833
71805;202.341;6.66587;46.766333;-56.179167
78890;84.1019;6.4119;16.335;-61.004
78894;90.1236;4.59232;17.9015;-62.852167
78897;103.246;3.01954;16.264;-61.516333
78922;109.349;6.42948;14.7745;-60.875333
78925;85.1257;4.00257;14.595333;-60.995667
81401;77.8139;1.02393;5.4855;-54.031667
81405;89.0751;2.04411;4.822333;-52.365333
81408;108.502;0.949091;3.890667;-51.804667
81415;69.6248;0.769996;3.640167;-54.028333
89642;130.236;8.29884;-66.663167;140.001
